blues	sometimes i sang the blues when I know i should be praying sometimes i sing the blues when i know i should be praying for i share the worlds troubles is why i feel this way i wake up some mornings feel like I wanna cry i began to sing the blues to ease my worried mind born with emotions song in my soul other parts of my story it may never be told if i only knew when my trouble would end if i only knew when my troubles would end i kiss bad luck goodbye and start all over again
blues	Hey Joe, where you goin' with that gun of your hand Hey Joe, I said where you goin' with that gun in your hand, oh I'm goin' down to shoot my old lady You know I caught her messin' 'round with another man Yeah, I'm goin' down to shoot my old lady You know I caught her messin' 'round with another man Huh! and that ain't cool Huh hey hoe, I heard you shot your mama down You shot her down now Hey Joe, I heard you shot your lady down You shot her down in the ground yeah! Yeah! Yes, I did, I shot her You know I caught her messin' round messin' round town Huh, yes I did I shot her You know I caught my old lady messin' 'round town And I gave her the gun And I shot her Alright Shoot her one more time again baby! Yeah! Oh dig it Oh alright Hey Joe, Where you gonna run to now where you gonna go Hey Joe, I said Where you gonna run to now where you gonna go I'm goin' way down south Way down to Mexico way Alright I'm goin' way down south Way down where I can be free Ain't no one gonna find me Ain't no hang-man gonna He ain't gonna put a rope around me You better believe it right now I gotta go now Hey, Joe You better run on down Goodbye everybody Hey hey Joe
blues	Dont know why theres no sun up in the sky Stormy weather Since my man and I aint together, keeps on raining raining raining raining raining raining raining raining raining raining raining raining all the time. Life is bare, gloom and misry everywhere Stormy weather Just cant get my poorself together, keeps on raining raining raining raining raining raining raining raining raining raining raining raining all the time. When he went away the blues walked in and met me. If he stays away old rockin chair will get me. All I do is pray the lord above will let me walk in the sun once more. Cant go on, evry thing I had is gone Stormy weather Since my man and I aint together, keeps on raining raining raining raining raining raining raining raining raining raining raining raining all the time.
blues	Step out in the night When you're lonely Listening for the sounds That your ears don't hear I know your cross is heavier With every step, every step But I know a man And he'd walk miles for you Stop, you stay where you are Take a look at yourself Take a good look at yourself Can tell your momma She'd only tell ya That she told you so The life you're leading She won't believe The riches of life We all know Dawn turns to day And the dawning Daytime, nighttime And we still can't see Why must we wait Until the morning light To wake up and be Wake up and be Wake up and be Wake up and be Wake up and be Step out in the night When you're lonely Listen for the sounds That your ears don't hear I know your cross is heavier With every step, every step But I know a man Who'd walk miles for you Stop, you stay where you are Take a look at yourself Take a good look at yourself Can tell your momma She'd only tell ya That she told you so The life you're leading She won't believe The riches of life We all know Can tell your momma She'd only tell ya That she told you so The life you're leading She won't believe The riches of life We all know
blues	Say man. What's that boy? I want to tell you about your girlfriend, What about my girl? You're not strong enough to take the message, I'm strong enough. I might hurt your feelings. My feelings already hurt by bein' here with you. Well, I was walking down the street with your girl the other day. Uh-huh. And the wind was blowin' real hard. Is that right? And the wind blew her hair into my face. Uh-huh. Hee-hee, you know what else happened? What happened? The wind blew her hair into her face. Yeah? And we went a little further; you want to hear the rest of it? I might as well The wind blew her hair into the street. Hey, since you told me about my girl I'm gonna tell you about yours. I was walking down the street with your girl. Yeah? I took her home; for a drink, you know. To the home? Yeah, just for a drink. Oh. But that chick looked so ugly she had to sneak up on a glass to get her a drink of water. Hah-hah-hah-hah, well, you've got the nerve to call somebody ugly. Why you're so ugly anyone who stops and talks to you in the world ought to be arrested, That's alright, my mama didn't have to put a sheet over my head so sleep could slip up on me. Hey, looky here. What's that? Where you from? South America. What's that? South America. You don't look like no South American to me. I'm still from South America. What part? South Texas. Hah-hah-hah. Where your western boots at? I've got ̢??em on. Them ain't no boots you got on, they're broke in. Hey, looky here. What's that? I've been trying to figure out what you is I already figured out what you is. What's that? You that thing I throw peanuts at. Hey, looky here. What's that? You should be ashamed of yourself. Why? Calling people ugly, I didn't calling you ugly. What'd you say? I said you was ruined that's all. Oh, man. You know somethin'? What? You look like you been whupped with an ugly stick, Man, I ain't got nothin' to do with this but I believe you're tellin' right,
blues	"Blind man standing on the corner Crying out the blues, said, ""I don't need a dollar And don't you give me a dime Until you bring back that little girl of mine"" I can't let her go, I'm hooked, I can't let her go People try to tell me, ""Stop crying, and find you someone new 'Cause when that good Lord made one woman Hallelujah, don't you know he made two?"" But I can't let her go, I'm hooked, I can't let her go I can't let her go, Lord, I can't let her go He lifted up his head toward Heaven and said ""Good Lord, I'd rather die than to let a no good A no good cheating woman Make me stand on the corner and cry"" Lord knows I'm living in a world of darkness But that don't, that don't bother me And until I find that sweet little girl of mine Lord knows, I just don't want to see But I can't let her go, Lord, I'm hooked I can't let her go, Lord, I can't let her go Won't somebody please help the blind me? Lord, won't somebody please help the blind me? I can't let her go, I'm hooked, I can't let her go"
blues	Hurt to think that you lied to me Hurt way down deep inside of me You said your love was true and we'd never part Now you want someone new and it breaks my heart I'm hurt much more than you'll ever know Hurt because I still love you so But even though you've hurt me like no one else could do I would never, never hurt you Hurt to think that you lied to me Hurt way down deep inside of me You said your love was true and we'd never part Now you want someone new and it breaks my heart I'm hurt much more than you'll ever know Hurt because I still love you so But even though you've hurt me like no one else could do I would never, never hurt you
blues	Goin' to New York, get on the New York quiz show Gotta win myself some all o' that dough I'm goin' to New York I'm goin' to New York I'm goin' to New York I'm goin' if I have to walk I been down South You know I been out East I been out West, but I'm not gonna rest 'Til I get to New York I'm goin' to New York I'm goin to New York I'm goin' if I have to walk I've been here, I've been there Honey, I been some a-everywhere But I'm goin' to New York I'm goin' to New York I'm goin' to New York I'm goin' if I have to walk
blues	Newspapers lying by the door I don't miss you anymore I took the elevator down from the thirteenth floor And you ain't thinking about me I read a paper, I played the old Strats I spent eighteen dollars at the local laundromat And northbound train rolled over my very best hat And you ain't thinking about me No, you ain't thinking about me, anymore Ground started to shake and the light turned to black I lost one hundred dollars at the dog track And some long-legged Madonna keeps calling me Shadrak And you ain't thinkin' about me The sky is heavy and the road is wet It glistens in the night like a lit cigarette I got a dollar in my pocket and how much you wanna bet That you ain't thinking about me No, you ain't thinking about me anymore Since you been gone, I just haven't been the same You had to leave because you said you never came Well, there's good times and bad times And something in between And for a while you were the best thing that I had ever seen And then one day, don't know why, you up and turned mean And you ain't thinking about me I wish I had a headache, I wish I had a flu Or somebody or something else or something else to do Because the last thing I wanted to be is thinking about you When you ain't thinking about me No, you ain't thinking about me anymore Anymore, anymore, anymore You ain't thinking about me I ain't thinking about you You ain't thinking about me You ain't thinking about me I ain't thinking about you You ain't thinking about me You ain't thinking about me I ain't thinking about you You ain't thinking about me You ain't thinking about me I ain't thinking about you You ain't thinking about me You ain't thinking about me I ain't thinking about you You ain't thinking about me
blues	I've been around the world it's true Searching for someone exactly like you And finally I found a love that is true Whoa ho ho ho, whoa ho ho ho, whoa ho ho ho Nobody know just how I feel You had me spinning just like the spinning wheel But finally I found a love that is true Whoa ho ho ho, whoa ho ho ho, whoa ho ho You heard my story, you heard just what I said A man without love, he might as well be dead But I finally I found a love that is true Whoa ho ho ho, whoa ho ho ho, whoa ho ho ho I've been around the world it's true Searching for someone exactly like you And finally I found a love that is true Whoa ho ho ho, whoa ho ho ho, whoa ho ho ho
blues	I've just seen a face, I can't forget the time or place Where we just met. She's just the girl for me And I want all the world to see We've met, mm-mm-mm-m'mm-mm Had it been another day I might have looked the other way And I'd have never been aware. But as it is I'll dream of her Tonight, di-di-di-di'n'di. Falling, yes I am falling, And she keeps calling Me back again. I have never known The like of this, I've been alone And I have missed things And kept out of sight But other girls were never quite Like this, di-di-di-di'n'di. Falling, yes I am falling, And she keeps calling Me back again. Yeah! Bup-a-lup-bup! Falling, yes I am falling, And she keeps calling Me back again. I've just seen a face, I can't forget the time or place Where we just met. She's just the girl for me And I want all the world to see We've met, mm-mm-mm-di-di-di. Falling, yes I am falling, And she keeps calling Me back again. Falling, yes I am falling, And she keeps calling Me back again. Oh, falling, yes I am falling, And she keeps calling Me back again.
blues	Have you ever been mistreated? You know just what I'm talking about. Have you ever been mistreated? You know just what I'm talking about. I worked five long years for one woman, she had the nerve to put me out. I got a job in a steel mill, shucking steel like a slave. Five long years, every Friday I come straight back home with all my pay. Have you ever been mistreated? You know just what I'm talking about. I worked five long years for one woman, she had the nerve to put me out. I finally learned my lesson, should a long time ago. The next woman that I marry, she gonna work and bring me the dough. Have you ever been mistreated? You know just what I'm talking about. I worked five long years for one woman, she had the nerve, She had the nerve, She had the nerve, She had the nerve to put me out.
blues	You go where you want You do what you please Never let on, that even once That you've ever been lonely It's nice to see you alone Are you lookin' for somethin' Maybe you ain't gettin' at home? Your hair is in place You're dressin' to kill Your old man has promised When he died he would leave you his money And the pool where you swim Are you lookin' for somethin' Maybe you ain't gettin' from him? Steppin' out, steppin' out To get a little action on the side Steppin' out, steppin' out The day time queen takes a midnight ride And it's plain as plain can be You're a woman who wants to get free If you're steppin' out tonight, honey, Come on and step out with me The party's a bore It's bound to get worse Let's sneak out somewhere And engage in our own celebration Will you pour me some wine? Are you thinkin', baby, maybe Your needs are the same as mine? Wanna go for a walk, Go for a ride, Maybe just stand here and think What we can do to each other No, we don't have to dance If you're thinkin' of steppin' out Baby, this is your chance Steppin' out, steppin' out To get a little action on the side Steppin' out, steppin' out The day time queen takes a midnight ride And it's plain as plain can be You're a woman who wants to get free If you're steppin' out tonight, honey, Come on and step out with me
blues	How many more years? Have I got to let you dog me around How many more years? Oh, I got to let you dog me around I'd soon rather be dead Sleeping six feet in the ground I'm gonna fall on my knees I'm gonna raise up my right hand I'm gonna fall on my knees I'm gonna raise up my right hand Say, I'd feel much better, darlin' If you'd just only understand I'm goin' upstairs I'm gonna bring back down my clothes I'm goin' upstairs I'm gonna bring back down my clothes, do them all If anybody ask about me Just tell 'em I walked out on
blues	I get so weary in the evenin when the suns goin down. I get so weary in the evenin when the suns goin down. I get so lonesome when my baby's not around. When I go to bed at night, And the birds begin to call. When I go to bed at night, And the birds begin to call. I feel so sad and lonely, For my baby that ain't all. Well I get up in the mornin', Just before the break of day. When I get up in the mornin', Just before the break of day. Thinking about my baby, But I know she's going to stay.
blues	Heaven please send to all mankind, Understanding and peace of mind. But, if it's not asking too much Please send me someone to love. Show all the world how to get along, Peace will enter when hate is gone. But, if it's not asking too much, Please send me someone to love. I lay awake night and ponder world troubles. My answer is always the same. That unless men put an end to all of this, Hate will put the world in a flame, (oh) what a shame. Just because I'm in misery. I'm not begging for no sympathy. But if it's not asking too much, Just send me someone to love. Heaven please send to all mankind, Understanding and peace of mind. But if it's not asking too much, Please send me someone to love. Hmmmmmmm
blues	Where have you been, My long lost friend? It's good to see you again. Come and sit for a while I've missed your smile Today the past is goodbye. Time can't erase A lover's embrace. Can't you hear it calling? A new day dawning You were longing to find. Love's taken you far Away from my heart, And I've been here all alone. Have your eyes failed to find What took you from mine, A vision that's faded through time? But you sailed away, A fine summer's day, Cause you heard it calling, A new day dawning, You were longing to find. There is a way to make you stay. Darlin' don't turn away Don't doubt your heart and keep us apart I'm right where you are Stay There is a way to make you stay. Darlin' don't turn away. Don't doubt your heart and keep us apart I'm right where you are Stay
blues	Time is on my side, yes it is Time is on my side, yes it is Now you always say That you want to be free But you'll come running back (said you would baby) You'll come running back (I said so many times before) You'll come running back to me Oh, time is on my side, yes it is Time is on my side, yes it is You're searching for good times But just wait and see You'll come running back (I won't have to worry no more) You'll come running back (spend the rest of my life with you, baby) You'll come running back to me Go ahead, go ahead and light up the town And baby, do everything your heart desires Remember, I'll always be around And I know, I know Like I told you so many times before You're gonna come back, baby 'Cause I know You're gonna come back knocking Yeah, knocking right on my door Yes, yes! Well, time is on my side, yes it is Time is on my side, yes it is 'Cause I got the real love The kind that you need You'll come running back (said you would, baby) You'll come running back (I always said you would) You'll come running back, to me Yes time, time, time is on my side, yes it is Time, time, time is on my side, yes it is Oh, time, time, time is on my side, yes it is I said, time, time, time is on my side, yes it is Oh, time, time, time is on my side Yeah, time, time, time is on my side
blues	Dear Mister Fantasy play us a tune Something to make us all happy Do anything take us out of this gloom Sing a song, play guitar Make it snappy You are the one who can make us all laugh But doing that you break out in tears Please don't be sad if it was a straight mind you had We wouldn't have known you all these years
blues	Come by here, baby, come by here Come by here, baby, come by here Come by here, baby, come by here Oh baby, won't you come by here I love you baby, come by here I love you baby, come by here I love you baby, come by here Oh baby, won't you come by here I want you baby, come by here I want you baby, come by here I want you baby, come by here Oh baby, won't you come by here We'll get married, come by here We'll get married, come by here We'll get married, come by here Oh baby, won't you come by here Come by here good-looking, come by here I need you, come by here Come by here good-looking, come by here Oh baby, won't you come by here
blues	Mr. Dali Lamas Another sister's shootin' heroin tomorrow Amputees in Freetown Sierra Leone's The church wasn't honest The state put the youth in a harness Creatin' hostility among us Teacher said no college Still the kid's gotta get a check with a couple commas People wanna bomb us More people gotta scatter and run from us You can blame it on Zeus and Apollo and Adonis But what you've done here Is put yourself between a bullet and a target And it won't be long before You're pulling yourself away But what you've done here Is put yourself between a bullet and a target And it won't be long before You're pulling yourself away I've been knowing her for years I've been seeing her for years She got dark, dark wavy hair With a voice like she just don't care She got a skirt with a halter top She's got a dad who never gave a f*ck She drinks a beer with a malted top She got knocked up in a pickup truck But she got engaged when she was nineteen To this dude who was acting insane Had a .45 that he always cleaned Said one day one day one too many days Now she ducked and she ran away Never to be heard from, never to be seen I check the cover of a magazine I'm just wondering how, just wondering how But what you've done here Is put yourself between a bullet and a target And it won't be long before You're pulling yourself away You're pulling yourself away You're pulling yourself away You're pulling yourself away A bullet and a target A bullet and a target A bullet and a target A bullet and a target Between a bullet and a target
blues	The clock by the bed is ticking too loud in the quiet night I lie in the darkness thinking I must go before it's light Before you open up your eyes and you beg me to stay I'll leave 'cause I can't stand to see you hurt this way Sleep my love as I kiss you goodbye Then I won't hear the sound of your cry Though I knew the time was coming and our love would end somehow I just couldn't bear to tell you exactly just when or how I know we can't go on, that it was wrong to start But if you wake up crying now, you know you'll break my heart Sleep my love as I kiss you goodbye Then I won't hear the sound of your cry Sleep my love as I kiss you goodbye Then I won't hear the sound of your cry Ohhhh, Sleep my love as I kiss you, kiss you, kiss you goodbye Then I won't hear the sound of your cry Ohhhh, Sleep my love as I kiss you
blues	Keep the faith, baby That's what the man said Keep the faith, baby I ain't down, ain't down I ain't down Not yet, you bet'cha Keep the faith, baby Don't forget I'm still laughin' (Good) I'm still laughin' I'm still laughin away, it's okay I'm still laughin' I'm still laughin' I mean to stay that way So keep the faith Keep the faith, baby That's what I say I'll go on, I'll go on I'll go on and do my best I'll go on, I'll go on I'll go on and never rest Keep the faith Keep the faith Keep the faith, baby Oh yes I'll go on, I'll go on I'll go on, go on I'll go on And do my best I'll go on, I'll go on I'll go on and never rest Keep the faith Keep the faith (I will) Keep the faith, baby Oh yeah Yes, yes, oh yes Keep the faith Keep the faith, Tony Keep the faith Oh yes
blues	Someone really loves you Guess who Someone really cares Guess who S'open your heart, Oh, then surely you'll see, Oh, that the someone who really cares is me Someone will wait eternally Someone who'll want your love, Oh so desperately Open your heart, Oh, then surely you'll see, Oh, that the someone who really cares, Who really cares is me
blues	"Whenever I try to hold my baby She just stand there for a while No matter how I try to please that woman She won`t even crack a smile Lord, maybe you in heaven can help me `Cause this is one evil child Oh, I say maybe, maybe somebody can help me Because this is one evil child When I buy her flowers or candy She just looks at me and growls She say, ""You must be guilty or have a guilty conscience, buddy"" Because I`m convicted without a trial She just grunts when I call baby, hmm one evil child I said, ""Lord, maybe you can help me, because she`s a strange and evil child"" Still, I`m tryin` to please my woman but she's `bout to drive me wild I buy her hundred-dollar dresses, people Still she complains about the style Won`t somebody give me a suggestion? Help me with this evil child Oh, maybe the Lord in heaven above can help me 'Cause, I'll tell you, she's an evil child"
blues	"Mama got mad at papa 'cause he didn't bring no coffee home Mama got mad at papa 'cause he didn't bring no coffee home She begin to wonder what is going on wrong Papa said, ""Mama, I ain't mad with you, now, don't you get mad with me Baby, I ain't mad with you, now, don't you get mad with me"" Papa must have been teasing mama 'cause she said, ""I ain't mad with you"" Papa must have been teasing mama 'cause she said, ""I ain't mad with you"" She said, ""Everything's all right; don't make no difference what you do"" (Spoken: You know papa got good with mama somehow) And I was crying for bread, and yes, I, baby, I was crying for bread; and these are the words I said (Spoken: Now look at mama, just trying to shout) It was early one evening but papa came home late at night It was early one evening but papa came home late at night That's when mama was mad and her and papa began to fight"
blues	Wake up early in the morning I got you on my mind Even a simple phone call would suit me just fine Tears, tears and more tears I can't help but keep on crying Tears, tears and more tears I can't get you off of my mind You didn't say what happened You just walked away You've been nothing but sorrow And a lot of rainy days Tears, tears and more tears Baby won't you please come home Tears, tears and more tears Oh you've been gone too long I remember the good times The good times we had How can you leave all that behind Like it was just another place you've had Remember the time when we drank sweet wine I thought that everything was fine Remember the walk in the park When we talked about love and peace of mind? Remember the night when I held you tight Let the world pass us by Remember the day when I heard you say We can make it if we try Tears, tears and more tears What happened to the love we had? Tears, tears and more tears I got the blues and I got them bad Wake up early in the morning I got you on my mind Even a simple phone call would suit me just fine Tears, tears and more tears I can't help but keep on crying Tears, tears and more tears I can't get you off of my mind Tears, tears and more tears Baby won't you please come home Tears, tears and more tears Oh you've been gone too long
blues	"From Russia with love, I fly to you Much wiser since my goodbye to you I've travelled the world to learn I must return From Russia with love I've seen places, faces And smile for a moment But, oh, you haunted me so Still, my tongue tied young bride Would not let my love for you show In case you'd say ""No"" To Russia I flew but there and then I suddenly knew you'd care again My running around is through I'd fly to you From Russia with love"
blues	Of I sing for my friends When death's cold hand I see When I reach my journey's end Who will sing one song for me I wonder (I wonder) who Will sing (will sing) for me When I'm called to cross that silent sea Who will sing for me When friends shall gather round And look down on me Will they turn and walk away Or will they sing one song for me So I'll sing 'til the end Contented I will be Assured that some friends Will sing one song for me
blues	I got a mean red spider, and she been webbin' all over town I got a mean red spider, and she been webbin' all over town I'm gonna get me a mean black spider, so I can tear her cobweb down I got a break comin', no need for me to moan I got a break is sho' comin', no need for me to moan That's jus' a mean red spider, she's breakin' up my happy home All right stop this stuff man Go ahead man If I don't go crazy, I will surely lose my mind Well you know if I don't go crazy, I will surely lose my mind That's jus' a mean red spider, and she jus' bother me all the time
blues	"Well, I saw her...she was walkin' down the street She was looking mighty tasty...she was looking so good to me So I walked up to her with my very best smile on my face She just kinda laughed and said ""are you through? Can we get on, can we get on down to your place."" She come to my house She come up my stairs She tell me she need me She look like she cares She make me feel good She make me feel good all night She make me feel good She make me feel all right I said ""baby...what's your name? "" I said ""baby...what's your name? "" And she said g...l...o...r...i-i-i-i-i-i-a G-l-o-r-i-a (gloooria) G-l-o-r-i-a (gloooria) You know, I saw her again...the very next day She was walkin' on that same strip of road And she was headin' my way Now, I'll never forget the night before In fact, I'll never forget that week But there I sat, motionless, somber, silent, unable to speak You see, to my sorrow, and to my shame In all the excitement, I'd forgotten this girl's name I said ""baby...what's your name? "" I said ""baby...what's your name? "" And she said g...l...o...r...i-i-i-i-i-i-a G-l-o-r-i-a (gloooria) G-l-o-r-i-a (gloooria)"
blues	Yes, I've packed up my clothes I'm movin' away from your door Lord, I've packed up my clothes Said, I'm moving away from your door I've been your fool for so long Babe, I won't play that fool no more I gave you all my money I work as hard as I can I came home early one morning I found you with another man Babe, I've packed up my clothes And I'm movin' away from your door Said, I've been your fool for so long And Lord, I won't play that fool no more So goodbye, baby You don't even care Yes, I had a love so strong for you But you treat me so unfair Said, I've packed up my clothes I'm movin' away from your door You know, I've been your fool for so long And babe, I won't play that fool no more
blues	What makes you men go crazy when the woman wear her dress so tight What makes you men go crazy when the woman wear her dress so tight Must be the same old thing that makes the tomcats fight all night Why do all these men try to run these big-legged women down Why do all these men try to run these big-legged women down Must be the same old thing that makes the bulldog pit the hound Why that same thing Why that same thing Now tell me who's to blame The whole world's fightin' 'bout the same thing Why do we feel so good when our woman wear her evenin' gown Why do I feel so good when my baby get her evening gown Must be the same old thing that makes the preacher throw his bible down Why that same thing Why that same thing Now tell me who's to blame The whole world's fightin' 'bout the same thing What makes you men go crazy when the woman wear her dress so tight What makes you men go crazy when the woman wear her dress so tight Must be the same old thing that makes the tomcats fight all night Why that same thing Why that same thing Now tell me who's to blame The whole world's fightin' 'bout the same thing Why that same thing Why that same thing Now tell me who's to blame The whole world's fightin' 'bout the same thing The whole world fightin' 'bout the same thing
blues	It's already written that Today will be one to remember The feeling's the same as Being outside of your door [Chorus] Had to cry today Well I saw your sign And I missed you there I'm taking the chance to see The wind in your eyes while I listen You say you can't reach me But you want everyone to be free [Chorus]
